age,income,home_ownership_type,employment_length,loan_amount,loan_interest_rate,is_default,loan_to_income_ratio,has_defaulted_before,credit_history_length,debt_to_stability_ratio
26,216000,MORTGAGE,6.0,15000,13.98,1,0.07,1,3,0.0324
21,90200,RENT,2.0,19125,13.92,0,0.21,0,4,0.193
22,47000,RENT,6.0,19200,12.29,1,0.41,1,4,0.2099
23,55000,RENT,3.0,19200,15.21,1,0.35,0,4,0.2518
22,75000,RENT,1.0,19200,,0,0.26,0,2,0.3693
25,77000,RENT,9.0,19200,,0,0.25,0,3,0.1083
25,241875,MORTGAGE,4.0,16000,7.05,0,0.07,0,4,0.0374
24,243600,MORTGAGE,6.0,12000,6.03,0,0.05,0,3,0.023
26,201450,MORTGAGE,2.0,8000,16.95,1,0.03,0,4,0.0329
21,249996,MORTGAGE,5.0,5000,8.59,0,0.02,0,3,0.0101
26,250000,MORTGAGE,10.0,15000,7.49,0,0.06,0,2,0.0227
26,12000,OWN,6.0,2500,9.99,1,0.21,0,3,0.0892
26,250000,MORTGAGE,11.0,9000,9.99,0,0.04,0,2,0.0132
25,250000,MORTGAGE,4.0,10575,6.99,0,0.04,0,2,0.0239
23,250000,MORTGAGE,7.0,8800,10.0,0,0.04,0,2,0.0154
24,238000,MORTGAGE,2.0,7000,7.66,1,0.03,0,2,0.0243
26,238000,MORTGAGE,2.0,25000,9.25,1,0.11,0,4,0.0869
25,253000,MORTGAGE,5.0,25000,17.26,1,0.1,0,4,0.0501
24,125000,RENT,9.0,19200,10.99,0,0.15,0,3,0.0667
23,294000,MORTGAGE,6.0,15000,8.9,0,0.05,0,4,0.0238
26,244800,MORTGAGE,11.0,12000,16.29,1,0.04,1,4,0.0179
22,126500,RENT,1.0,19200,13.79,0,0.15,0,4,0.219
24,300000,MORTGAGE,8.0,35000,9.99,0,0.12,0,3,0.0483
23,300000,MORTGAGE,5.0,10000,15.65,0,0.03,1,2,0.0169
25,12000,OWN,9.0,4500,13.16,1,0.38,1,4,0.1357
23,50000,RENT,0.0,19400,12.69,1,0.39,0,2,inf
26,315000,MORTGAGE,10.0,12000,13.47,0,0.04,0,3,0.0144
24,330000,MORTGAGE,5.0,3500,10.36,0,0.01,0,4,0.0054
21,55438,RENT,4.0,19400,13.49,1,0.35,0,2,0.2174
25,365000,MORTGAGE,7.0,35000,10.65,0,0.1,0,2,0.0419
25,370000,MORTGAGE,5.0,15000,12.99,0,0.04,1,2,0.0206
24,375000,MORTGAGE,9.0,20000,11.41,0,0.05,0,3,0.0211
23,70000,RENT,3.0,19425,11.11,0,0.28,0,3,0.2002
24,425000,MORTGAGE,8.0,10000,7.88,0,0.02,0,2,0.0097
24,90000,RENT,1.0,19500,9.76,0,0.22,0,2,0.3126
21,10560,OWN,5.0,1000,10.36,0,0.09,0,4,0.044
25,450000,MORTGAGE,9.0,35000,11.11,0,0.08,0,4,0.0307
26,480000,MORTGAGE,2.0,25000,14.38,0,0.05,0,3,0.0431
22,118000,RENT,0.0,19550,15.62,1,0.17,1,4,inf
23,45000,RENT,8.0,19600,9.91,1,0.44,0,2,0.1982
24,53295,RENT,3.0,19600,16.07,1,0.31,0,3,0.2653
22,75000,RENT,2.0,19600,12.42,0,0.26,0,3,0.2379
24,45295,RENT,8.0,19650,15.37,1,0.43,1,2,0.1974
23,30000,RENT,6.0,19750,11.14,1,0.66,0,4,0.3383
23,38000,RENT,3.0,19750,7.51,1,0.52,0,4,0.3749
21,9600,OWN,0.0,1200,10.99,0,0.13,0,4,inf
21,9600,RENT,4.0,2000,15.99,1,0.21,0,3,0.1294
25,9600,RENT,4.0,2100,15.99,1,0.22,0,2,0.1359
24,9600,RENT,5.0,1000,8.49,1,0.1,0,4,0.0581
26,9600,RENT,4.0,2950,17.49,1,0.31,1,2,0.1909
22,9600,RENT,0.0,1500,7.29,1,0.16,0,2,inf
24,9600,OWN,2.0,3200,7.88,1,0.33,0,2,0.2528
23,9600,RENT,0.0,4000,7.14,1,0.42,0,4,inf
23,9600,RENT,3.0,2100,10.62,1,0.22,0,3,0.1578
25,47000,RENT,9.0,19750,15.7,1,0.42,0,4,0.1825
21,9000,RENT,4.0,3000,15.23,1,0.33,0,4,0.2071
23,9000,OWN,4.0,2000,13.35,1,0.22,0,2,0.1151
21,8004,RENT,4.0,3000,7.88,1,0.37,0,2,0.2329
21,8000,RENT,1.0,2800,7.4,1,0.35,0,2,0.5049
23,8000,RENT,0.0,3250,,1,0.41,0,4,inf
22,8000,RENT,0.0,5400,7.75,1,0.68,0,4,inf
26,7904,MORTGAGE,0.0,500,10.71,0,0.06,0,3,inf
24,7800,RENT,1.0,1000,11.36,0,0.13,0,4,0.185
24,7500,RENT,0.0,1200,13.48,1,0.16,0,4,inf
21,7200,RENT,0.0,2500,13.11,1,0.35,0,3,inf
24,7000,RENT,2.0,1000,,0,0.14,0,2,0.13
24,6000,RENT,0.0,1050,,1,0.17,0,2,inf
21,6000,OWN,1.0,1600,14.61,1,0.27,1,3,0.3206
26,5500,RENT,0.0,1000,9.63,1,0.18,0,3,inf
25,5000,RENT,0.0,1000,9.64,1,0.2,0,4,inf
22,4800,RENT,1.0,1800,14.84,1,0.38,1,2,0.541
22,4800,RENT,0.0,1200,14.26,1,0.25,1,2,inf
24,4800,RENT,0.0,2400,16.0,1,0.5,1,4,inf
21,4200,RENT,3.0,2750,16.95,1,0.65,0,3,0.4723
21,4080,RENT,0.0,1400,11.86,1,0.34,0,4,inf
24,21600,RENT,0.0,6600,12.68,1,0.31,0,4,inf
23,21600,OWN,0.0,4400,12.53,0,0.2,0,3,inf
26,56100,MORTGAGE,10.0,16000,,1,0.24,1,2,0.1081
24,55000,MORTGAGE,8.0,1800,7.49,0,0.03,0,3,0.0135
26,139992,MORTGAGE,0.0,14400,,0,0.1,0,4,inf
23,141000,MORTGAGE,1.0,15000,,0,0.11,0,3,0.1395
21,30000,RENT,5.0,12000,5.79,1,0.4,0,2,0.2232
22,75000,RENT,0.0,8000,5.99,0,0.11,0,2,inf
25,80208,MORTGAGE,1.0,4000,5.42,0,0.05,0,3,0.0654
26,53000,MORTGAGE,3.0,2800,6.03,0,0.05,0,3,0.0346
23,42000,RENT,5.0,6000,9.99,0,0.14,0,4,0.0797
24,69996,RENT,3.0,2500,12.53,0,0.04,0,4,0.0258
23,36000,RENT,2.0,16750,15.28,1,0.47,1,4,0.4235
25,65004,RENT,1.0,4800,13.49,0,0.07,1,4,0.1065
22,72000,OWN,6.0,16000,10.37,0,0.22,0,2,0.0952
24,130000,RENT,7.0,24000,11.49,0,0.18,0,3,0.0888
22,70000,RENT,4.0,7550,7.51,0,0.11,0,3,0.067
24,70000,OTHER,4.0,9000,9.63,0,0.13,0,4,0.0888
25,60000,RENT,3.0,3000,13.47,1,0.05,1,3,0.0361
23,50400,RENT,3.0,5000,10.38,0,0.1,0,2,0.0716
23,75000,RENT,7.0,18000,12.73,0,0.24,0,2,0.1154
25,85000,MORTGAGE,9.0,4000,7.88,0,0.05,0,3,0.0186
23,98280,MORTGAGE,7.0,9400,6.62,0,0.1,0,3,0.0418
23,90000,MORTGAGE,7.0,8000,10.36,0,0.09,0,3,0.0389
22,53808,MORTGAGE,5.0,6000,8.9,0,0.11,0,2,0.0566
23,81600,MORTGAGE,7.0,9000,7.49,0,0.11,0,3,0.0482
23,30000,RENT,2.0,10000,15.31,1,0.33,1,4,0.3034
24,52000,MORTGAGE,7.0,5000,14.22,0,0.1,1,3,0.042
25,45000,RENT,4.0,15000,,1,0.33,0,2,0.2071
24,48000,MORTGAGE,4.0,4000,5.42,0,0.08,0,4,0.0471
22,33000,RENT,6.0,6000,13.85,0,0.18,0,3,0.0934
21,35000,MORTGAGE,5.0,1500,9.63,0,0.04,0,2,0.0217
23,118000,MORTGAGE,4.0,12000,13.11,0,0.1,0,2,0.0574
26,95000,RENT,0.0,12000,10.65,0,0.13,0,3,inf
26,42000,RENT,2.0,4800,14.27,1,0.11,1,2,0.104
22,64000,RENT,7.0,13000,14.11,0,0.2,0,3,0.0977
24,41160,RENT,2.0,4000,,0,0.1,0,3,0.0885
23,57000,OWN,7.0,4200,10.51,0,0.07,0,4,0.0295
22,90000,MORTGAGE,6.0,9500,,0,0.11,0,3,0.0493
25,33000,RENT,1.0,7100,14.65,1,0.22,1,3,0.3104
25,216000,MORTGAGE,2.0,25000,16.07,0,0.12,0,2,0.0958
26,37820,MORTGAGE,3.0,6300,,0,0.17,0,2,0.1092
21,15360,RENT,0.0,1600,12.69,0,0.1,0,3,inf
24,45888,RENT,5.0,9000,5.79,0,0.2,0,4,0.1095
22,58000,RENT,5.0,4000,10.0,0,0.07,0,4,0.0385
22,190000,RENT,3.0,12600,6.92,0,0.07,0,3,0.0478
26,75000,MORTGAGE,5.0,12500,5.99,0,0.17,0,4,0.0846
22,41600,OWN,4.0,12000,12.42,0,0.29,0,4,0.1494
23,90000,RENT,0.0,12000,8.9,0,0.13,0,2,inf
26,51996,RENT,1.0,10000,13.23,0,0.19,0,4,0.2775
25,88500,RENT,3.0,7200,13.47,0,0.08,1,2,0.0587
26,30000,OWN,0.0,15000,13.22,0,0.5,1,2,inf
23,45000,MORTGAGE,1.0,10000,12.21,0,0.22,0,4,0.2915
24,30000,OWN,7.0,10000,12.61,0,0.33,1,2,0.1336
25,32000,RENT,1.0,2500,16.45,1,0.08,0,3,0.1127
22,36000,MORTGAGE,6.0,1400,14.84,0,0.04,0,2,0.0182
23,48000,MORTGAGE,7.0,10000,10.65,0,0.21,0,4,0.0911
23,24000,RENT,4.0,5000,6.62,0,0.21,0,2,0.1294
24,60000,RENT,1.0,10000,,0,0.17,0,2,0.2404
24,10000,RENT,8.0,3000,7.9,1,0.3,0,3,0.1365
25,35000,RENT,3.0,2400,12.53,0,0.07,0,2,0.0495
23,39000,RENT,1.0,6000,15.99,1,0.15,1,3,0.222
23,100000,MORTGAGE,7.0,15000,7.88,0,0.15,0,4,0.0656
22,27120,RENT,5.0,9250,13.11,1,0.34,0,3,0.1904
25,25920,RENT,0.0,2300,11.11,0,0.09,0,2,inf
22,75000,RENT,2.0,20000,,0,0.27,1,2,0.2427
24,102000,MORTGAGE,5.0,12000,15.27,0,0.12,1,3,0.0597
25,50000,RENT,3.0,4000,14.61,0,0.08,1,4,0.0577
26,94000,MORTGAGE,1.0,5000,7.68,0,0.05,0,3,0.0698
24,40000,RENT,5.0,10000,7.88,0,0.25,0,3,0.1395
24,69764,RENT,2.0,1500,14.42,1,0.02,1,4,0.0196
22,21600,RENT,1.0,2400,16.29,1,0.11,0,4,0.1603
26,20000,MORTGAGE,5.0,4800,5.99,0,0.24,0,3,0.1218
23,49000,MORTGAGE,7.0,15000,19.82,1,0.31,1,3,0.1338
24,128000,MORTGAGE,4.0,12000,6.03,0,0.09,0,2,0.053
25,62500,RENT,6.0,4000,10.37,0,0.06,0,3,0.0329
21,40000,RENT,4.0,5000,5.79,0,0.13,0,2,0.0777
22,44000,RENT,1.0,16000,16.35,1,0.36,0,4,0.5246
25,85000,MORTGAGE,5.0,9600,13.85,0,0.11,0,2,0.0573
24,64600,RENT,2.0,5000,7.9,0,0.08,0,3,0.0705
22,60000,MORTGAGE,6.0,3950,10.65,0,0.07,0,4,0.0308
26,65000,MORTGAGE,11.0,10950,7.88,0,0.17,0,2,0.0616
26,36800,RENT,0.0,5900,10.71,0,0.16,0,4,inf
24,54000,MORTGAGE,8.0,1500,14.42,1,0.03,1,4,0.0115
23,16000,MORTGAGE,1.0,5600,12.84,1,0.35,1,2,0.459
23,39000,RENT,3.0,10000,11.99,1,0.26,0,2,0.185
24,45000,RENT,8.0,8000,12.73,0,0.18,0,2,0.0809
23,78000,MORTGAGE,7.0,4200,13.06,0,0.05,1,3,0.0235
24,100000,MORTGAGE,0.0,10000,12.87,0,0.1,1,4,inf
22,44400,RENT,3.0,12800,12.73,0,0.29,0,4,0.208
26,55000,RENT,1.0,3000,,0,0.05,1,2,0.0787
25,125000,MORTGAGE,9.0,12000,9.91,0,0.1,0,3,0.0379
25,37980,MORTGAGE,7.0,3500,6.03,0,0.09,0,3,0.0403
23,75000,OWN,8.0,8000,6.17,0,0.11,0,2,0.0405
22,28800,RENT,6.0,8000,11.49,0,0.28,0,2,0.1427
25,53000,MORTGAGE,4.0,6000,6.62,0,0.11,0,2,0.0639
22,26004,RENT,5.0,4800,10.99,0,0.18,0,3,0.103
25,70000,RENT,3.0,5600,7.9,0,0.08,0,3,0.0577
21,38400,OWN,0.0,12200,,0,0.32,1,4,inf
22,130000,MORTGAGE,3.0,24250,12.18,0,0.19,0,4,0.1223
24,49000,MORTGAGE,0.0,5000,12.18,1,0.1,0,3,inf
22,72000,RENT,6.0,15000,17.19,0,0.21,0,4,0.1071
26,78000,RENT,6.0,18000,13.49,0,0.23,0,4,0.1186
25,48000,RENT,9.0,4800,,0,0.1,0,4,0.0434
21,27600,RENT,4.0,7500,6.76,0,0.27,0,4,0.1688
25,115000,MORTGAGE,4.0,20000,6.91,0,0.17,0,4,0.0982
22,56400,RENT,2.0,9500,8.9,0,0.17,0,2,0.1533
21,18000,RENT,2.0,4500,10.38,1,0.25,0,3,0.2276
22,50000,RENT,4.0,10000,6.17,0,0.2,0,3,0.1243
23,65000,MORTGAGE,1.0,7000,8.49,0,0.11,0,4,0.1412
22,32240,RENT,3.0,15000,13.22,1,0.47,0,2,0.3356
23,55000,MORTGAGE,5.0,15000,6.17,0,0.27,0,3,0.1384
21,57000,RENT,3.0,3000,5.42,0,0.05,0,2,0.038
23,26000,RENT,1.0,4000,,0,0.15,0,4,0.222
25,69000,RENT,1.0,8000,13.99,1,0.12,0,2,0.1673
25,75000,MORTGAGE,4.0,12000,13.49,0,0.16,0,2,0.0904
22,59000,MORTGAGE,7.0,4900,15.62,1,0.08,0,3,0.0363
24,37000,RENT,8.0,10500,,0,0.28,0,4,0.1292
22,70000,MORTGAGE,5.0,21000,8.88,0,0.3,0,3,0.1522
22,54000,RENT,4.0,8075,13.06,0,0.15,0,3,0.0929
24,79000,RENT,8.0,21000,7.9,0,0.27,0,4,0.121
25,26000,RENT,4.0,8000,12.87,1,0.31,1,3,0.1912
23,159996,MORTGAGE,2.0,12000,5.42,0,0.08,0,4,0.0621
22,52000,MORTGAGE,5.0,6000,7.9,0,0.12,0,2,0.0585
22,17280,RENT,0.0,3500,,1,0.2,1,4,inf
23,50000,MORTGAGE,3.0,10000,6.03,0,0.2,0,4,0.1312
24,45000,RENT,3.0,7800,7.51,0,0.17,0,2,0.125
25,128500,MORTGAGE,1.0,15000,12.53,0,0.12,1,3,0.1531
24,87000,MORTGAGE,5.0,10000,10.36,0,0.11,0,2,0.0583
22,18000,RENT,1.0,7000,10.65,1,0.39,0,3,0.561
24,65000,RENT,0.0,7000,11.83,0,0.11,0,3,inf
26,105000,RENT,1.0,12100,,0,0.12,0,3,0.1663
23,92004,RENT,6.0,30000,15.23,1,0.33,1,2,0.1676
22,55000,RENT,2.0,6000,8.9,0,0.11,0,4,0.0993
24,36000,RENT,5.0,6000,14.96,0,0.17,0,3,0.093
26,39000,RENT,2.0,8000,6.62,0,0.21,0,2,0.1867
23,60000,MORTGAGE,7.0,7200,,0,0.12,0,4,0.0525
25,44000,RENT,1.0,8000,12.92,1,0.18,0,2,0.2623
25,150000,MORTGAGE,9.0,25000,10.25,0,0.17,0,4,0.0658
25,78600,RENT,0.0,8400,13.48,0,0.11,0,4,inf
23,30000,RENT,1.0,1450,15.58,1,0.05,1,3,0.0697
22,54000,RENT,4.0,5000,16.35,1,0.09,0,4,0.0575
25,24000,RENT,9.0,9600,11.71,1,0.4,0,3,0.1737
23,25920,RENT,4.0,10000,15.58,1,0.39,0,4,0.2397
23,36000,RENT,1.0,7000,7.9,0,0.19,0,4,0.2805
22,126500,RENT,1.0,19200,13.79,0,0.15,1,3,0.219
22,54000,RENT,4.0,5600,9.63,0,0.1,0,3,0.0644
24,39996,OWN,0.0,3000,7.37,0,0.08,0,2,inf
23,58200,MORTGAGE,2.0,13000,,0,0.22,0,3,0.1848
23,80196,OWN,2.0,30000,9.91,0,0.37,0,3,0.2838
23,21600,RENT,2.0,6000,14.42,1,0.28,0,2,0.2528
24,22800,OWN,3.0,4750,11.36,0,0.21,0,4,0.1252
26,48000,RENT,10.0,4225,9.83,0,0.09,0,3,0.0367
23,69996,MORTGAGE,7.0,3000,6.39,0,0.04,0,4,0.0187
26,20000,MORTGAGE,1.0,1500,7.74,0,0.07,0,4,0.0984
22,55000,RENT,6.0,6000,14.27,0,0.11,0,3,0.0561
23,30000,RENT,0.0,5000,11.86,0,0.17,0,4,inf
25,50000,MORTGAGE,2.0,10000,7.9,0,0.2,0,4,0.1655
23,75000,MORTGAGE,5.0,5000,11.12,0,0.07,0,2,0.0338
25,30720,RENT,6.0,10000,10.37,1,0.33,0,3,0.1673
26,41892,RENT,8.0,11300,13.22,0,0.27,1,4,0.1228
26,18700,RENT,2.0,1500,5.42,0,0.08,0,3,0.073
23,58000,OTHER,0.0,16000,12.21,0,0.28,0,4,inf
23,34000,OWN,7.0,10950,7.29,0,0.32,0,2,0.1291
22,29100,RENT,2.0,6250,16.07,1,0.21,0,4,0.1955
23,149385,OWN,7.0,7000,8.94,0,0.05,0,2,0.0188
26,76668,RENT,10.0,7200,9.63,0,0.09,0,4,0.0392
25,155004,MORTGAGE,9.0,10500,7.49,0,0.07,0,3,0.0267
24,46800,MORTGAGE,6.0,12000,6.99,0,0.26,0,3,0.1198
25,85000,RENT,9.0,5750,7.29,0,0.07,0,3,0.0294
26,58000,RENT,0.0,20000,10.25,1,0.34,0,4,inf
25,47412,MORTGAGE,0.0,6500,8.59,0,0.14,0,3,inf
22,45000,RENT,3.0,5000,11.11,0,0.11,0,4,0.0801
22,25200,RENT,1.0,4000,,0,0.16,0,3,0.229
26,41400,RENT,5.0,7300,9.45,0,0.18,0,2,0.0984
24,45000,MORTGAGE,3.0,15000,13.06,0,0.33,0,3,0.2186
23,21000,RENT,6.0,7500,6.91,1,0.36,0,2,0.1835
23,46800,OWN,7.0,9000,,0,0.19,0,4,0.0771
21,65000,MORTGAGE,5.0,2200,12.42,0,0.03,0,3,0.0172
23,38800,RENT,2.0,14575,,1,0.38,0,2,0.3419
23,30000,MORTGAGE,3.0,4500,10.62,0,0.15,0,4,0.0984
23,69996,OWN,2.0,10000,,0,0.14,0,3,0.1084
24,23000,RENT,1.0,5000,,0,0.22,0,4,0.3136
24,75000,MORTGAGE,5.0,12000,5.99,0,0.16,0,4,0.0812
26,38400,RENT,7.0,3200,13.49,0,0.08,0,2,0.0401
24,72400,MORTGAGE,4.0,25000,17.99,0,0.35,1,2,0.195
24,74900,MORTGAGE,8.0,3500,6.39,0,0.05,0,3,0.0193
23,72000,MORTGAGE,6.0,12000,13.61,1,0.17,0,4,0.0779
25,60000,OWN,8.0,14000,11.12,0,0.23,0,2,0.0885
25,18000,RENT,3.0,8500,10.28,1,0.47,1,4,0.3406
24,35000,RENT,8.0,5000,7.88,0,0.14,0,3,0.065
24,70000,MORTGAGE,1.0,9000,11.83,0,0.13,0,3,0.1686
26,16428,RENT,0.0,2400,12.23,0,0.15,0,3,inf
21,32400,RENT,2.0,10000,13.23,1,0.31,1,3,0.2809
23,82500,MORTGAGE,0.0,5000,8.49,0,0.06,0,2,inf
24,88000,MORTGAGE,8.0,30000,18.62,1,0.34,0,3,0.141
26,150000,MORTGAGE,3.0,25000,9.99,0,0.17,0,4,0.1093
23,21000,RENT,2.0,3000,12.68,0,0.14,0,3,0.13
25,67000,RENT,9.0,5000,13.92,1,0.07,1,4,0.0324
22,28000,RENT,6.0,1000,10.25,1,0.04,0,3,0.0184
26,33600,RENT,4.0,3300,15.65,0,0.1,1,2,0.061
25,120000,RENT,1.0,12000,,0,0.1,0,3,0.1443
22,65000,MORTGAGE,4.0,9000,9.63,0,0.14,0,3,0.0782
22,72204,RENT,2.0,6700,13.47,0,0.09,1,4,0.0845
23,36000,RENT,7.0,1200,13.99,0,0.03,0,3,0.016
21,60000,MORTGAGE,5.0,6000,6.91,0,0.1,0,2,0.0507
24,54996,RENT,0.0,12500,12.87,0,0.23,0,2,inf
25,16000,RENT,0.0,3200,9.32,1,0.2,0,4,inf
21,90000,RENT,3.0,4800,9.62,0,0.05,0,2,0.0385
24,72000,RENT,5.0,8000,10.0,0,0.11,0,2,0.062
22,34992,RENT,1.0,5000,,0,0.14,0,2,0.2061
24,112500,MORTGAGE,3.0,8600,13.11,0,0.08,0,4,0.0501
26,40000,RENT,10.0,6925,15.99,0,0.17,0,4,0.0722
25,42000,RENT,2.0,10000,14.91,1,0.24,0,2,0.2167
22,36000,MORTGAGE,0.0,12375,,0,0.34,0,3,inf
23,89000,RENT,7.0,7000,,0,0.08,1,3,0.0378
21,46000,RENT,2.0,5200,17.27,1,0.11,1,3,0.1029
22,30000,MORTGAGE,6.0,3000,11.49,0,0.1,0,3,0.0467
23,26000,MORTGAGE,3.0,7800,10.59,0,0.3,0,3,0.1967
21,50000,MORTGAGE,5.0,9000,13.49,0,0.18,0,2,0.0913
22,44094,RENT,1.0,3600,7.37,0,0.08,0,2,0.1178
23,30000,RENT,1.0,8400,,1,0.28,0,2,0.404
24,46000,MORTGAGE,8.0,2000,7.66,0,0.04,0,2,0.018
22,75000,MORTGAGE,6.0,25000,14.96,0,0.33,1,3,0.1557
22,30000,RENT,4.0,10000,11.86,1,0.33,0,4,0.2071
25,26729,RENT,5.0,7300,11.14,0,0.27,0,4,0.1524
22,115000,MORTGAGE,6.0,12000,5.99,0,0.1,0,3,0.0487
22,32400,MORTGAGE,1.0,5500,,0,0.17,0,2,0.2226
25,67000,MORTGAGE,9.0,25000,10.91,1,0.37,0,3,0.1473
25,96000,MORTGAGE,6.0,21000,14.65,0,0.22,0,4,0.1022
21,30000,RENT,2.0,7000,10.99,0,0.23,0,3,0.2124
26,175000,RENT,2.0,17000,9.88,0,0.1,0,2,0.0884
25,60000,RENT,1.0,10000,,0,0.17,0,4,0.2404
24,48996,RENT,5.0,5000,13.79,0,0.1,0,4,0.057
22,52320,MORTGAGE,6.0,15000,12.86,0,0.29,0,2,0.1339
26,35000,RENT,10.0,12875,,1,0.37,0,3,0.1534
25,36000,RENT,1.0,15000,15.05,1,0.42,1,2,0.6011
22,66614,MORTGAGE,6.0,11000,17.99,1,0.14,1,2,0.0771
22,16800,MORTGAGE,0.0,4750,13.85,1,0.28,1,4,inf
21,61464,MORTGAGE,5.0,4000,,1,0.07,1,2,0.033
24,52728,RENT,4.0,5000,7.74,0,0.09,0,4,0.0589
23,55000,OWN,6.0,18500,13.16,0,0.34,0,3,0.144
25,48000,RENT,0.0,3200,,1,0.07,1,4,inf
25,74000,OWN,1.0,16000,8.49,0,0.22,0,3,0.2599
24,82726,MORTGAGE,7.0,20000,,0,0.24,0,4,0.1057
25,5000,RENT,0.0,1000,9.64,1,0.2,0,4,inf
22,80000,MORTGAGE,5.0,9500,11.71,0,0.12,0,3,0.0603
24,156000,MORTGAGE,8.0,15000,10.25,0,0.1,0,2,0.0398
24,48000,MORTGAGE,8.0,10000,7.49,0,0.21,0,3,0.0862
25,43200,RENT,3.0,3000,13.8,0,0.07,0,2,0.0501
25,80000,RENT,0.0,11200,,0,0.14,0,2,inf
23,81000,RENT,7.0,18000,13.98,0,0.22,0,4,0.1069
25,76000,RENT,1.0,5000,7.9,0,0.07,0,3,0.0949
23,135000,MORTGAGE,1.0,12500,15.99,0,0.09,0,4,0.1214
22,55000,MORTGAGE,6.0,1400,13.49,0,0.03,1,3,0.0119
22,27500,RENT,1.0,4250,10.99,0,0.15,0,4,0.223
25,42000,MORTGAGE,9.0,9100,,0,0.22,0,3,0.0855
24,43300,MORTGAGE,2.0,24000,10.62,0,0.55,0,2,0.4587
25,24996,RENT,8.0,2500,12.98,0,0.1,0,4,0.0455
25,72000,MORTGAGE,9.0,3200,6.39,0,0.04,0,4,0.0175
23,138000,MORTGAGE,7.0,2700,11.86,0,0.02,0,4,0.0086
26,159960,MORTGAGE,11.0,18325,7.49,0,0.11,0,2,0.0419
24,64000,MORTGAGE,7.0,4000,20.89,1,0.06,1,2,0.0273
24,51000,RENT,7.0,9600,15.31,0,0.19,1,4,0.0905
22,30000,RENT,6.0,7000,9.62,1,0.23,0,4,0.1199
22,22000,OWN,1.0,8500,15.05,0,0.39,0,4,0.4645
24,23500,MORTGAGE,2.0,7000,10.38,0,0.3,0,4,0.2465
26,220836,MORTGAGE,10.0,9000,11.26,0,0.04,0,2,0.0155
21,19200,OWN,0.0,2400,9.91,0,0.13,0,4,inf
25,65000,RENT,4.0,15000,13.49,0,0.23,1,3,0.1434
23,65000,MORTGAGE,7.0,5500,7.88,0,0.08,0,2,0.037
26,145000,RENT,1.0,10000,10.99,0,0.07,0,3,0.0995
22,78700,MORTGAGE,6.0,7000,7.68,1,0.09,0,3,0.0416
23,21000,OWN,2.0,6000,15.27,0,0.29,0,2,0.2167
26,24000,RENT,5.0,6000,6.62,0,0.25,0,2,0.1395
22,42000,RENT,0.0,3600,7.37,0,0.09,0,3,inf
24,46704,RENT,2.0,9000,11.49,0,0.19,0,3,0.1754
24,65000,MORTGAGE,3.0,12000,9.91,0,0.18,0,4,0.1211
22,66000,RENT,6.0,16800,13.49,0,0.25,1,2,0.1308
21,60000,MORTGAGE,2.0,6000,10.62,0,0.1,0,2,0.0827
25,30720,MORTGAGE,3.0,2000,11.12,0,0.07,0,4,0.0427
26,50000,RENT,10.0,18950,,1,0.38,0,3,0.1581
23,80000,MORTGAGE,1.0,12000,13.48,0,0.15,1,4,0.1967
22,41000,OWN,0.0,1000,6.99,0,0.02,0,2,inf
25,150000,RENT,2.0,8750,7.74,0,0.06,0,2,0.0531
23,122000,RENT,7.0,14000,13.48,0,0.11,0,4,0.0552
22,27996,RENT,0.0,2200,15.95,1,0.08,0,3,inf
22,30000,RENT,2.0,6000,12.42,0,0.2,0,4,0.182
23,30000,RENT,3.0,3000,15.2,0,0.1,1,4,0.0721
21,40000,OWN,1.0,15000,13.16,0,0.38,1,4,0.4508
22,130000,MORTGAGE,3.0,14500,,0,0.11,0,2,0.0731
22,41500,RENT,6.0,2500,15.62,0,0.06,0,2,0.031
24,98000,OWN,8.0,12000,7.49,0,0.12,0,2,0.0464
26,42000,RENT,3.0,4500,7.66,0,0.11,0,2,0.0773
24,65000,MORTGAGE,7.0,1525,5.42,0,0.02,0,3,0.0103
21,45000,MORTGAGE,5.0,18000,7.88,0,0.4,0,2,0.2029
23,21000,OWN,7.0,7500,12.69,0,0.36,0,2,0.1431
24,39000,RENT,2.0,16000,19.91,1,0.41,0,3,0.3734
24,70000,OWN,8.0,24250,12.18,0,0.35,0,2,0.1314
25,95000,MORTGAGE,5.0,18000,10.99,0,0.19,0,3,0.0961
26,51000,MORTGAGE,2.0,12000,6.17,0,0.24,0,4,0.1947
26,200000,MORTGAGE,4.0,15000,14.79,0,0.07,0,4,0.0424
21,65496,MORTGAGE,3.0,13250,10.37,0,0.2,0,4,0.1327
24,34000,MORTGAGE,0.0,10000,12.18,0,0.29,0,4,inf
22,43000,RENT,6.0,13500,10.95,1,0.31,0,4,0.1613
23,44000,RENT,2.0,6000,14.22,0,0.14,1,3,0.1241
22,39000,RENT,4.0,5000,6.99,0,0.13,0,2,0.0797
22,50004,RENT,5.0,5300,14.42,0,0.11,0,2,0.0592
25,150000,MORTGAGE,9.0,20000,8.88,0,0.13,0,4,0.0526
21,21600,MORTGAGE,6.0,7575,,0,0.35,0,2,0.1638
25,80000,MORTGAGE,5.0,18000,5.79,0,0.23,0,3,0.1142
21,25000,OWN,0.0,8800,9.33,0,0.35,0,3,inf
22,120000,MORTGAGE,3.0,5000,14.79,0,0.04,1,3,0.0273
22,50500,OWN,6.0,6000,11.83,0,0.12,0,2,0.0509
